authors,bestsellers-rank,categories,description,dimension-x,dimension-y,dimension-z,edition,edition-statement,for-ages,format,id,illustrations-note,image-checksum,image-path,image-url,imprint,index-date,isbn10,isbn13,lang,publication-date,publication-place,rating-avg,rating-count,title,url,weight
[187433],547820.0,"[295, 334, 2521]","Ésta es la historia de tres generaciones de una familia de la región de Kerala, en el sur de la India, que se desperdiga por el mundo y se reencuentra en su tierra natal. Una historia que es muchas historias. La de la niña inglesa Sophie Moll que se ahogó en un río y cuya muerte accidental marcó para siempre las vidas de quienes se vieron implicados. La de dos gemelos Estha y Rahel que vivieron veintitrés años separados. La de Ammu, la madre de los gemelos, y sus furtivos amores adúlteros. La del hermano de Ammu, marxista educado en Oxford y divorciado de una mujer inglesa. La de los abuelos, que en su juventud cultivaron la entomología y las pasiones prohibidas. Ésta es la historia de una familia que vive en unos tiempos convulsos en los que todo puede cambiar en un día y en un país cuyas esencias parecen eternas. Esta apasionante saga familiar es un gozoso festín literario en el que se entremezclan el amor y la muerte, las pasiones que rompen tabúes y los deseos inalcanzables, la lucha por la justicia y el dolor causado por la pérdida de la inocencia, el peso del pasado y las aristas del presente. Arundhati Roy ha sido comparada por esta novela prodigiosa con Gabriel García Márquez y con Salman Rushdie por sus destellos de realismo mágico y su exquisito pulso narrativo.",130.0,200.0,29.0,New edition,,,1.0,9788433966711,,785da6e1ef17cbf1eb28021d31bd7c49,full/d/9/d/d9df9270f9343c037b74fd7c0b96c002aefb44db.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9788/4339/9788433966711.jpg,,,8433966715,9788433966711,es,2006-04-18 00:00:00,,3.94,251203.0,El dios de las pequenas cosas,/El-dios-de-las-pequenas-cosas-Arundhati-Roy/9788433966711,382.0
[164473],549826.0,"[295, 334]","***Book In French! ***Assez bon état (coins légèrement marqués), in-12 broché, n°210 , Auteur : GIDE, André , Titre : La porte étroite , couverture souple, format poche , éditions Folio de 1990",106.68,175.26,15.24,,,,1.0,9782070362103,,e2a7aa1d44d4c599845b314711c66577,full/a/1/0/a10d6cabece65ad45520bf993ef5bb0b9dd869ed.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9782/0703/9782070362103.jpg,,,2070362108,9782070362103,fr,1999-05-01 00:00:00,,3.59,3778.0,La porte etroite,/La-porte-etroite-Andre-Gide/9782070362103,117.93
[24976],579425.0,"[295, 2649, 3100, 3112]","Want to know where Chuck Palahniuk's tonsils currently reside? Been looking for a naked mannequin to hide in your kitchen cabinets? Curious about Chuck's debut in an MTV music video? What goes on at the Scum Center? How do you get to the Apocalypse Café? In the closest thing he may ever write to an autobiography, Chuck Palahniuk provides answers to all these questions and more as he takes you through the streets, sewers, and local haunts of Portland, Oregon. According to Katherine Dunn, author of the cult classic Geek Love, Portland is the home of America's ""fugitives and refugees."" Get to know these folks, the ""most cracked of the crackpots,"" as Palahniuk calls them, and come along with him on an adventure through the parts of Portland you might not otherwise believe actually exist. No other travel guide will give you this kind of access to ""a little history, a little legend, and a lot of friendly, sincere, fascinating people who maybe should've kept their mouths shut."" Here are strange personal museums, weird annual events, and ghost stories. Tour the tunnels under downtown Portland. Visit swingers' sex clubs, gay and straight. See Frances Gabe's famous 1940s Self-Cleaning House. Look into strange local customs like the I-Tit-a-Rod Race and the Santa Rampage. Learn how to talk like a local in a quick vocabulary lesson. Get to know, I mean really get to know, the animals at the Portland zoo. Oh, the list goes on and on.",127.0,203.0,19.0,,New,,2.0,9781400047833,"illustrations, map",04786b1b8af464d317d8cbf6ef021f13,full/d/8/b/d8b67426143fb717e34264e971114e28c561bba4.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4000/9781400047833.jpg,Crown Publications,,1400047838,9781400047833,en,2003-07-08 00:00:00,,3.51,9274.0,"Fugitives and Refugees : A Walk in Portland, Oregon",/Fugitives-Refugees-Chuck-Palahniuk/9781400047833,295.0
"[545571, 545572]",494162.0,"[214, 296]","Marie de France, perhaps the finest medieval short fiction writer before Chaucer, composed her lais (short verse stories that resemble fairy tales) sometime between 1160 and 1199. The translators introduce and interpret each tale.",152.0,229.0,15.24,,,,1.0,9780801020315,,deaf0438cf5c68c4c3465881c7475192,full/a/f/9/af9be6335ae4dfe89634a07b9162f44e08a30fb5.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/8010/9780801020315.jpg,"Baker Academic, Div of Baker Publishing Group",,080102031X,9780801020315,en,1995-05-01 00:00:00,,3.87,6882.0,The Lais of Marie de France,/Lais-Marie-de-France-Robert-W-Hanning/9780801020315,408.0
[284707],519804.0,"[295, 633, 658, 683]","In this collection of essays, sociologist Dorothy E. Smith develops a method for analyzing how women (and men) view contemporary society from specific gendered points of view. She shows how social relations - and the theories that describe them - must express the concrete historical and geographical details of everyday lives. A vital sociology from the standpoint of women, the volume is applicable to a variety of subjects, and will be especially useful in courses in sociological theory and methods.",152.0,229.0,15.24,,,,1.0,9781555530365,,ddf03903aa5c8a24f1f3b0e49a84aa66,full/b/3/8/b38c0b1d3a13ccc16df29ab8ddc381aaac03610b.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5555/9781555530365.jpg,Northeastern University Press,,1555530362,9781555530365,en,1989-04-01 00:00:00,,3.97,61.0,The Everyday World As Problematic,/Everyday-World-Problematic-Dorothy-E-Smith/9781555530365,349.27
[351],485546.0,"[295, 2791, 2797, 2800]","In an annotated list including movies such as High Noon and Glory, and books such as The Giving Tree and To Kill a Mockingbird, therapist and educator Gurian highlights the particular ethical lessons two hundred great stories can impart to boys and young men.",130.0,191.0,11.0,Annotated,,,1.0,9781585420407,,984923f67b84a1ff81f79fb5c30ce6cd,full/d/b/a/dba563b1f768f1aa1c6c1277170b12922331a83e.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5854/9781585420407.jpg,Jeremy P Tarcher,,1585420409,9781585420407,en,2003-03-28 00:00:00,,3.81,144.0,What Stories Does My Son Need : A Guide to Books and Movies That Build Character in Boys,/What-Stories-Does-My-Son-Need-Michael-Gurian/9781585420407,136.08
"[258124, 249345]",512437.0,"[295, 334]","An international bestseller and winner of the Prix Goncourt, France's most prestigious literary award, The Ogre is a masterful tale of innocence, perversion, and obsession. It follows the passage of strange, gentle Abel Tiffauges from submissive schoolboy to ""ogre"" of the Nazi school at the castle of Kaltenborn, taking us deeper into the dark heart of fascism than any novel since The Tin Drum. Until the very last page, when Abel meets his mystic fate in the collapsing ruins of the Third Reich, it shocks us, dazzles us, and above all holds us spellbound.",140.0,203.0,21.34,,Reprint,,1.0,9780801855900,No,d7c97d5f99751451e076b84c23771d4f,full/4/e/a/4ea4de9e232279d9135ae4faac94afb11931ac7d.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/8018/9780801855900.jpg,,,080185590X,9780801855900,en,1997-04-18 00:00:00,,4.05,1755.0,The Ogre,/Ogre-Michel-Tournier/9780801855900,431.0
[551030],1373932.0,"[287, 334]","Lorsqu'on emploie les mots «manichéen» ou «manichéisme», on songe rarement à Mani, peintre, médecin et philosophe oriental du IIIe siècle, que les Chinois nommaient «le Bouddha de lumière» et les Egyptiens «l'apôtre de Jésus».Bien loin des jugements tranchés et sans appel auxquels on l'associe, sa philosophie tolérante et humaniste visa à concilier les religions de son temps. Elle lui valut les persécutions, le supplice, la haine. Mille ans après, l'accusation de manichéisme conduisait encore les Albigeois au bûcher...Nul mieux que l'auteur de Léon l'Africain, de Samarcande (prix des Maisons de la Presse 1988), et du Rocher de Tanios (prix Goncourt 1993), né dans un Liban déchiré par les fanatismes, ne pouvait raconter l'aventure de cette existence.",109.22,175.26,12.7,,,,1.0,9782253061779,"Maps; Illustrations, black and white",71a9c094a52e4f4d8e3444224b31ea93,full/8/f/b/8fb4c453e99ffaa68a021a0514fb9b5a3f6400fd.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9782/2530/9782253061779.jpg,,,2253061778,9782253061779,fr,1992-12-09 00:00:00,,3.85,3576.0,Les Jardins De Lumiere,/Les-Jardins-De-Lumiere-Maalouf/9782253061779,136.08
[193818],1398809.0,"[275, 287, 334]",218pages. poche. broch. ; envois en suivi pour la france et l'etranger,106.68,175.26,15.24,,,,1.0,9782070367597,,439a1791b6f5f6886811bd29891eaae7,full/9/b/4/9b4e2f8860a774acee3c738f2c747917a3ab2c87.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9782/0703/9782070367597.jpg,,,2070367592,9782070367597,fr,2002-06-01 00:00:00,,3.7,581.0,Le voyageur sans bagage/Le bal des voleurs,/Le-voyageur-sans-bagage-Le-bal-des-voleurs-Jean-Anouilh/9782070367597,136.08
[17285],3416053.0,"[334, 783, 3328, 1808]","Al hospital St. Cloud¿s se acercan muchas parejas o mujeres solas en situaciones desesperadas, dispuestas a abortar o abandonar a un hijo no deseado, que ponen en manos de un médico modélico, el doctor Larch. Éste siente un cariño especial por Homer Wells, su pupilo, al que transmite cuanto sabe de medicina. Homer, sin embargo, no comparte sus criterios sobre el aborto, y cree que necesita crecer fuera del hospicio y conocer mundo. La ocasión se le presenta cuando una joven pareja acomodada hace su aparición con la intención de abortar. Homer abandona con ellos el hospital y consigue trabajo como recolector de manzanas junto con unos temporeros negros. En la casa de la sidra donde se aloja conocerá el amor, pero también que las verdaderas normas que rigen nuestra vida sólo puede dictarlas el corazón. Éste es el propio guión con el que John Irving batalló durante trece años y por el que finalmente obtuvo el Oscar al mejor guión adaptado. Michael Caine mereció también el Oscar al mejor actor secundario por su memorable interpretación del doctor Larch.",133.35,190.5,12.7,New edition,,,1.0,9788483106976,,fdcc043a7d0da09bc782c9e4db1d14b9,full/2/4/5/24551d60589c10f8c22e629fb3ba3dc38b14fa3a.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9788/4831/9788483106976.jpg,,,8483106973,9788483106976,en,2011-10-10 00:00:00,,4.14,164180.0,Las Normas de La Casa de La Sidra,/Las-Normas-de-La-Casa-de-La-Sidra-John-Irving/9788483106976,181.44
[37507],446882.0,"[295, 334]",«Il poussa la porte qui donnait sur la balustrade et le jardin de derrière et il vit soudain l'ombre de sa femme morte qui se tenait à ses côtés. Ils marchèrent sur la pelouse.Il se prit de nouveau à pleurer doucement. Ils allèrent jusqu'à la barque. L'ombre de Madame de Sainte Colombe monta dans la barque blanche tandis qu'il en retenait le bord et la maintenait près de la rive. Elle avait retroussé sa robe pour poser le pied sur le plancher humide de la barque. Il se redressa. Les larmes glissaient sur ses joues. Il murmura : - Je ne sais comment dire : Douze ans ont passé mais les draps de notre lit ne sont pas encore froids.»,106.68,175.26,10.16,,,,1.0,9782070387731,,d49e249f3c9b90dc9076de490e3c8612,full/e/6/f/e6f0520f8d4930e055e481eca7b960a3fb7602a7.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9782/0703/9782070387731.jpg,,,2070387739,9782070387731,fr,2003-01-01 00:00:00,,3.42,1639.0,Tous les matins du monde,/Tous-les-matins-du-monde-Pascal-Quignard/9782070387731,45.36
"[263907, 2869]",83378.0,"[304, 334, 2488]","Leo Tolstoy's earliest published work, the trilogy Childhood, Boyhood, and Youth, was written when he was in his twenties, offering a tantalizing first glimpse of the literary talents that would come to fruition in his later masterpieces.  Chronicling the experiences of a wealthy landowner's son as he grows up and becomes aware of the world and his place in it, these three short novels were only loosely inspired by Tolstoy's own memories. In old age he condemned the work as ""an awkward mixture of fact and fiction,"" but the imaginative powers that enabled him to capture so vividly the universal emotions and sensations of childhood have enthralled generations of readers. We are blessed to have, alongside the mature writer of Anna Karenina and War and Peace and the revolutionary mystic of the later years, the young Tolstoy who wrote these elegiac tales. In their sensitivity to nature and their evocations of fugitive feelings, they reveal his genius in all its untroubled early splendor.",140.0,216.0,29.21,,Reissue,,2.0,9780679405788,,c532570d0d5b97e1f4fdcf7a4ce628ee,full/0/e/7/0e7f9034846c2edba6caa3e273a557a7fc922d7d.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/6794/9780679405788.jpg,Everyman's Library USA,,067940578X,9780679405788,en,1991-10-15 00:00:00,,3.89,7441.0,"Childhood, Boyhood and Youth",/Childhood-Boyhood-Youth-Leo-Tolstoy/9780679405788,476.0
[78836],1397378.0,"[287, 334]","Book by Beckett, Samuel",107.95,177.8,6.35,,,,1.0,9782707300553,,24a110e6b5c983dc7ba16cc72a3f24dc,full/d/d/b/ddb25f51eda37e11aeaaf627e3c21e6edaa90510.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9782/7073/9782707300553.jpg,,,2707300551,9782707300553,fr,1963-06-01 00:00:00,,3.89,5613.0,Oh! Les Beaux Jours / Pas Moi,/Oh-Les-Beaux-Jours-Pas-Moi-Samuel-Beckett/9782707300553,45.36
[74241],1399550.0,[287],"Von 1935 bis in die fünfziger Jahre hinein schrieb Bertolt Brecht die Geschichten vom Herrn Keuner. Sie zeigen den Autor als einen Meister der kurzen Prosa, als Meister klaren sachlicher Formen und einer aggressiven, sozialen Kritik.",108.0,175.0,12.0,,30. Aufl.,,1.0,9783518365168,,979efc6a80c494528aff3c338bd15edf,full/1/7/a/17a1e69e36cfacadb693e5ff943648c8313c0850.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/5183/9783518365168.jpg,,,3518365169,9783518365168,de,2004-09-01 00:00:00,,3.92,1237.0,Geschichten vom Herrn Keuner,/Geschichten-vom-Herrn-Keuner-Bertolt-Brecht/9783518365168,109.0
[31045],567708.0,"[307, 2488, 2505]",A little girl who gets up early and sees her mother before she is ready to face the day discovers a secret about her family that makes her fear that she is different from her friends.,171.0,216.0,4.0,,,3-5,1.0,9789681670467,m. ill.,4b063a4b1d57c5125e0adc63a8314c02,full/c/b/3/cb3837683d3241b4e736568dafd69767e0033616.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/6816/9789681670467.jpg,,,9681670469,9789681670467,en,2013-07-03 00:00:00,,4.34,241.0,Secreto de Familia,/Secreto-de-Familia-Isol/9789681670467,77.0
[553962],1152164.0,"[964, 970]","""A great primer covering all the technical analysis basics every active investor needs to know."" -Martin Pring, Martin Pring on Market MomentumFinally-a concise, easy-to-read manual for learning and implementing this incredible investment tool.Well-known technician and newsletter editor Clif Droke distills the most essential elements of technical analysis into one powerful volume. He covers all the basics, including...- DOW THEORY - PATTERN RECOGNITION- VOLUME - SUPPORT & RESISTANCE- TRENDLINES - REVERSALS- CHART PATTERNS - A DICTIONARY OF TERMSAs you move through the quick reading chapters you'll feel more confident in your ability to analyze and forecast price trends, thereby enabling you to make the most on-target investing choices.The author, Clif Droke, explains how the technical analysis of equity and commodity trends affords one of the greatest hopes of achieving the ultimate end of free enterprise profit. Without the use of this peerless tool, the author believes that most investors will find themselves at the mercy and whim of market forces beyond their comprehension. Technical analysis, in his opinion, is the best means possible for attaining financial profit and for understanding the underlying condition of the economy as well as general societal trends. He explains simplified technical analysis as a combination of various forms of technical chart pattern analysis that combines the simplest and most basic elements of this discipline with a useful mixture of proven, more modem methods of technical analysis.",152.0,229.0,8.0,,,,1.0,9781883272470,black & white illustrations,829ed0c960f59aed499b64bd688eeac0,full/c/0/7/c077edc15fbe9681ae08856f756cc5bea0c17e6c.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8832/9781883272470.jpg,,,1883272475,9781883272470,en,2000-01-01 00:00:00,,2.5,2.0,Technical Analysis Simplified,/Technical-Analysis-Simplified-Clif-Droke/9781883272470,233.0
[221580],1581216.0,"[956, 977, 982, 988, 1903]","People and organizations at every stage of Internet sophistication face the same burning question: How should they change in order to succeed in a digital world? Renowned thinker and business trailblazer, Rosabeth Moss Kanter says answers will be found not in cyberspace but on the ground, where real people connect, collaborate, and form thriving human communities. In this eye-opening book, Kanter explores what she calls ""e-culture"" - a new way of living and working that will transform every aspect of today's organizations. Kanter argues that networks of relationships, not just new technologies, permit speed and seamlessness, encourage creativity and collaboration, and release energy and brainpower - the ""soul"" of e-business. And every organization - from dotcoms to dotcom-enablers (technology and service providers) to wannadots (traditional companies struggling to embrace the Web) - must learn to build and foster them.Based on a landmark project with rare on-site access, over 300 interviews, and a 785-company global survey, ""Evolve!"" provides a hands-on blueprint for adopting the core principles of e-culture: treat strategy as improvisational theater; nurture networks of partners; reconstruct organizations as online and offline ""communities""; and attract and retain top talent.",161.8,239.52,31.5,,New,,2.0,9781578514397,,15853672b7da4c9d290e9082847d9ed6,full/8/e/0/8e061a70110ad2b3a45916fb61aa02635707535a.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5785/9781578514397.jpg,,,1578514398,9781578514397,en,2001-02-01 00:00:00,,3.66,32.0,Evolve! : Succeeding in the Digital Culture of Tomorrow,/Evolve-Rosabeth-Moss-Kanter/9781578514397,712.14
[254365],773333.0,[285],"A superb new collection of haiku and other short poetic forms on the theme of Glasgow - its people, landscape, culture. As always, Spence is uniquely illuminating, witty and delightful.",111.0,148.0,8.0,,Main,,1.0,9781841952932,,245032272f2c87bcbd8cd0f4ad5f1743,full/e/3/6/e36aa309dc27a223961338ecaabac4931ae3b25e.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8419/9781841952932.jpg,,,1841952931,9781841952932,en,2002-08-19 00:00:00,,4.06,31.0,Glasgow Zen,/Glasgow-Zen-Alan-Spence/9781841952932,68.0
[83242],460991.0,"[295, 2642, 2647]","Edward Said has long been considered one of the world's most compelling public intellectuals, taking on a remarkable array of topics with his many publications. But no single book has encompassed the vast scope of his stimulating erudition quite like Power, Politics, and Culture, a collection of interviews from the last three decades. In these twenty-eight interviews, Said addresses everything from Palestine to Pavarotti, from his nomadic upbringing under colonial rule to his politically active and often controversial adulthood, and reflects on Austen, Beckett, Conrad, Naipaul, Mahfouz, and Rushdie, as well as on fellow critics Bloom, Derrida, and Foucault. The passion Said feels for literature, music, history, and politics is powerfully conveyed in this indispensable complement to his prolific life's work.",133.0,203.0,19.0,,Reprint,,1.0,9781400030668,,ca59812603b624c7af0b234f49e94c6f,full/2/c/a/2cab0fe7ac2368b904463a8987320112c0789f97.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4000/9781400030668.jpg,,,1400030668,9781400030668,en,2002-10-14 00:00:00,,4.24,493.0,"Power, Politics & Culture",/Power-Politics-Culture-Edward-W-Said/9781400030668,363.0
[558244],660781.0,"[214, 295]","Unknown beyond the avant-garde at the time of his death, Arthur Rimbaud (1854-1891) has been one of the most destructive and liberating influences on twentieth-century culture. During his lifetime he was a bourgeois-baiting visionary, and the list of his known crimes is longer than the list of his published poems. But his posthumous career is even more astonishing: saint to symbolists and surrealists; poster child for anarchy and drug use; gay pioneer; a major influence on artists from Picasso to Bob Dylan.",200.0,250.0,35.0,,Reprint,,1.0,9780393322675,illustrations,531fd2ff2e22b2039db38b47c87d8f9a,full/5/c/8/5c8b9a8e8643b797ad0d467c0290db8996666b16.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3933/9780393322675.jpg,,,039332267X,9780393322675,en,2001-09-30 00:00:00,,4.24,952.0,Rimbaud - A Biography,/Rimbaud-Biography-G-Robb/9780393322675,
[252884],1108134.0,"[287, 2512]","Cuando se lee ""Tres sombreros de copa"", comedia escrita en 1932, sorprende por encima de todo la originalidad de una nueva concepción del teatro de humor por parte del por entonces joven autor Miguel Mihura, en una época en que Valle-Inclán y Lorca, entre otros, estaban ensayando nuevas fórmulas teatrales. Humor amable, casi absurdo -antes de que se hablase de teatro del absurdo- y, sobre todo, denunciador de vulgaridades y comportamientos de la burguesía. Desgraciadamente, la sociedad española no lo entendió así y hasta 1952 no se estrenó esta verdadera joya de la literatura dramática contemporánea.",107.95,184.15,6.35,New edition,edición,,2.0,9788437601793,,593b12dd8abc0ca29f3639baecccfae9,full/a/7/c/a7c2e3e231da63cb71297557fbf657ab8eb2b48e.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9788/4376/9788437601793.jpg,,,8437601797,9788437601793,en,2009-06-30 00:00:00,,3.47,2987.0,Tres Sombreros de Copa,/Tres-Sombreros-de-Copa-Miguel-Mihura/9788437601793,109.0
[281407],482014.0,"[298, 302]","Johann Wolfgang Goethes klassisches Schauspiel in fünf Aufzügen 'Iphigenie auf Tauris' ist in mehreren Fassungen überliefert: 1779 wurde die erste Prosafassung in Weimar uraufgeführt, 1780 folgte eine Versfassung in freien Rhythmen, dann eine zweite Prosafassung und 1786 die zweite, während der ersten italienischen Reise fertiggestellte Fassung in Blankversen, die 1787 erstmals in Buchform erschien. Den Iphigenie-Stoff entnahm Goethe dem Drama 'Iphigenie bei den Taurern' des griechischen Dramatikers Euripides. Bei Goethe vollzieht sich das dramatische Geschehen im Inneren der Personen und in den ""Rededuellen"". Seine Iphigenie verkörpert das Ideal der Klassik: Humanität, Aufrichtigkeit und Unschuld. Ihre tiefe Menschlichkeit befreit nicht nur den Bruder Orest vom Wahnsinn und von der Verfolgung durch die Erinnyen, sondern sorgt auch für einen friedlichen Abschied vom taurischen König Thoas.",93.0,147.0,7.0,,Durchges. Ausg.,,1.0,9783150000830,,bce99aab69b8fca7e2c9b3cce972961a,full/8/b/b/8bba387fa1220b604a1f6ad705eebcb5f1359f69.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/1500/9783150000830.jpg,,,3150000831,9783150000830,de,2001-03-19 00:00:00,,3.2,4808.0,Iphigenie Auf Tauris,/Iphigenie-Auf-Tauris-Goethe/9783150000830,46.0
[40976],1125612.0,[287],"""His wit is as venomous as ever, his material even more devastating and polished than before.""--New York Daily News",127.0,203.0,8.0,,,,1.0,9781559362023,,e168917c5f14458dc093217b3fb587e6,full/0/e/8/0e86c2f3ac60bf822d12738725a7babad8cce156.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5593/9781559362023.jpg,,,1559362022,9781559362023,en,2002-08-01 00:00:00,,3.88,90.0,Wake Up and Smell the Coffee,/Wake-Up-Smell-Coffee-Eric-Bogosian/9781559362023,170.0
[197138],842111.0,[285],"There can be no doubt that Hayden Carruth is one of the pre-eminent American poets of the late twentieth century. In these poems written since publication of his Collected Shorter Poems, 1946-1991, which won the National Book Critics Circle Award, he speaks with intimate and urgent clarity of love late in life, and in heartrending poems addresses his daughter's struggle against cancer. In others he engages the loves, friendships, and social concerns of a lifetime. With passion and pathos and great good humor, in poems that could only be written by a mature poet at the height of his powers, Carruth achieves a nobility of vision that is rare in any age.",154.0,231.0,9.0,,New,,1.0,9781556591105,,e19df901630ea06f013430098bcfd2fc,full/a/b/0/ab072697bc0f23891ac3a70c8824aae03365ae27.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5565/9781556591105.jpg,,,1556591101,9781556591105,en,1996-04-01 00:00:00,,4.11,289.0,"Scrambled Eggs & Whiskey : Poems, 1991-1995",/Scrambled-Eggs-Whiskey-Hayden-Carruth/9781556591105,191.0
[247397],443796.0,"[273, 296, 334]","Un clásico imprescindible de la literatura Española, cargado de referencias históricas, científicas, literarias y filosóficas.",107.95,184.15,19.05,New edition,edición,,1.0,9788437605227,,229de5ea464569ca09d48fd8eaf77049,full/6/4/f/64fd16367c11d4c85dc8cf0e6d20f7810757159a.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9788/4376/9788437605227.jpg,,,8437605229,9788437605227,es,1995-12-31 00:00:00,,3.73,6309.0,El Arbol De La Ciencia: El Arbol De La Ciencia,/El-Arbol-De-La-Ciencia-El-Arbol-De-La-Ciencia-Pio-Baroja/9788437605227,226.8
[76801],428851.0,"[295, 334]",,111.76,180.34,12.19,,,,1.0,9782070368105,,6bb8ab1b484e1ae181045a3eb668cf6a,full/2/6/b/26b21c9cd8a1217821a9fc61cc3eca63a4183617.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9782/0703/9782070368105.jpg,,,2070368106,9782070368105,fr,1999-05-01 00:00:00,,3.65,3390.0,Le ravissement de Lol V Stein,/Le-ravissement-de-Lol-V-Stein-Marguerite-Duras/9782070368105,117.93
[251685],1190531.0,"[287, 334, 358, 2630, 2512, 2558]","""Pic-Nic"", ""El triciclo"" y ""El laberinto"" son tres obras representativas del primer teatro de Fernando Arrabal, el dramaturgo español más representado actualmente en el mundo. Estas tres obras aparecen por primera vez en España en ediciones críticas que pacientemente ha llevado a cabo Ángel Berenguer, quien ha antepuesto a ellas un amplio y revelador estudio sobre las raíces y estéticas que informan este teatro de vanguardia.",114.3,184.15,19.05,New edition,edición,,1.0,9788437601007,,48dfdd960e6f67be4cfb2c2e59ccc44b,full/7/2/8/728df682583fbaf08a03d9d15f4c518e6acdf38f.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9788/4376/9788437601007.jpg,,,8437601002,9788437601007,es,2009-07-16 00:00:00,,3.63,195.0,Pic-Nic / El Tricillo / El Laberinto,/Pic-Nic-El-Tricillo-El-Laberinto-Fernando-Arrabal/9788437601007,204.12
[417810],692298.0,"[285, 334]","«Parler aux hommes le langage de tous les hommes et leur parler cependant un langage tout neuf, infiniment précieux et simple pourtant comme le pain de la vie quotidienne, nul poète, avant Éluard, ne l'avait fait si naturellement. Transmuer en une sorte d'or vierge l'aspect des joies et des douleurs communes à tous, pour en faire éclater la splendeur unique, Éluard fut capable de cela plus intensément et plus aisément que nul autre. L'amour la poésie, ce titre (que je trouve follement beau), n'est-ce pas la formule exacte qui en coiffant impérieusement la vie permet de la renouveler ? La plupart des poètes ont célébré l'amour. Combien sont-ils, à la réflexion, qui l'aient porté en eux toujours et qui en aient imprégné leur œuvre à la manière d'Éluard ? Capitale de la douleur, L'amour la poésie, je vois en ces livres des tableaux de la vie commune telle que par l'amour elle est rendue poétique, c'est-à-dire illuminée. Il n'est personne qui, pour un temps bref au moins, n'ait fait l'expérience de pareille illumination, mais les avares et les prudents ont la règle de rabaisser les yeux au plus vite, tandis que la leçon d'Éluard est de substituer définitivement le monde ainsi transfiguré à l'ancien et de s'en mettre plein la vue et plein les doigts sans avoir peur de se déchirer à ses aigus sommets.» André Pieyre de Mandiargues.",109.22,175.26,12.7,,,,1.0,9782070300952,,0c4042c81cd688b351b323c78d5dd3d8,full/8/a/b/8abad5b484eff5a0641ba94dcb853db325025ff1.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9782/0703/9782070300952.jpg,,,2070300951,9782070300952,fr,1973-05-01 00:00:00,,4.2,1270.0,Capitale de la douleur/L'amour la poesie,/Capitale-de-la-douleur-Lamour-la-poesie-Paul-Eluard/9782070300952,204.12
